TIPO;NUMERO;DATA;PRECO;QTDE;LOCAL_ENTREGA;DESCRICAO_SITUACAO;CAM;PI;NOME_COLOQUIAL;PROCESSO_AIP
EO;257898;24/03/2022;49900;4;PARÁ-PA  ;Parcialmente Atendida;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
EO;257897;24/03/2022;49900;2;RIO GRANDE DO NORTE-RN  ;Parcialmente Atendida;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
EO;257902;24/03/2022;49900;3;SÃO PAULO - SP;Parcialmente Atendida;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
EO;257895;24/03/2022;49900;22;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1329012;10/11/2022;145700;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1330514;12/12/2022;145700;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1329195;21/11/2022;145700;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1348863;10/10/2023;145700;1;RIO GRANDE DO NORTE-RN  ;Com Ordem de Compra;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1329853;29/11/2022;145700;1;PARÁ-PA  ;Com Ordem de Compra;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1339267;27/03/2023;145700;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1350311;25/10/2023;145700;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
PO;1329033;11/11/2022;145700;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);154/2022 - 20/09/2022
EO;211915;10/01/2020;61275;4;AMAZONAS-AM;Agregada ao Processo;B009;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211908;10/01/2020;61275;3;BAHIA-BA ;Agregada ao Processo;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211914;10/01/2020;61275;8;SÃO PAULO - SP;Agregada ao Processo;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211913;10/01/2020;61275;8;DISTRITO FEDERAL-DF  ;Parcialmente Atendida;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211912;10/01/2020;61275;3;MATO-GROSSO DO SUL - MS;Parcialmente Atendida;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211910;10/01/2020;61275;3;PARÁ-PA  ;Parcialmente Atendida;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211909;10/01/2020;61275;5;RIO GRANDE DO NORTE-RN  ;Parcialmente Atendida;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211911;10/01/2020;61275;2;RIO GRANDE DO SUL-RS ;Parcialmente Atendida;B005;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
EO;211907;10/01/2020;61275;25;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300052;19/11/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1299372;29/10/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300050;19/11/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300051;19/11/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300741;08/12/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298210;28/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298208;28/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298209;28/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298566;15/09/2020;49900;1;RIO DE JANEIRO - RJ;Atendido;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298394;09/09/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1297888;17/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1299159;15/10/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1293446;27/04/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300135;23/11/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298207;28/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300106;23/11/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298986;09/10/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1297671;06/08/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300056;18/11/2020;52890;2;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1297566;18/08/2020;52890;1;RIO GRANDE DO NORTE-RN  ;Com Ordem de Compra;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1297326;24/07/2020;52890;1;PARÁ-PA  ;Com Ordem de Compra;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300590;07/12/2020;49900;1;PARÁ-PA  ;Atendido;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1293447;27/04/2020;49900;1;PARÁ-PA  ;Atendido;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298533;11/09/2020;52890;1;RIO GRANDE DO SUL-RS ;Com Ordem de Compra;B005;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1299158;14/10/2020;52890;2;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1297607;18/08/2020;52890;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1300778;10/12/2020;52890;1;DISTRITO FEDERAL - DF;Com Ordem de Compra;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1298784;22/09/2020;52890;1;DISTRITO FEDERAL - DF;Com Ordem de Compra;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);54/2020 - 05/03/2020
PO;1287489;04/02/2020;52890;1;RIO DE JANEIRO - RJ;Atendido;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);68/2018 - 21/08/2018
PO;1292164;24/03/2020;52890;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);68/2018 - 21/08/2018
PO;1291880;13/03/2020;49800;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);68/2018 - 21/08/2018
PO;1287073;10/01/2020;61275;1;BAHIA - BA;Com Ordem de Compra;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);68/2018 - 21/08/2018
EO;280302;21/06/2024;91000;5;AMAZONAS-AM;Agregada ao Processo;B009;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280298;21/06/2024;91000;3;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280301;21/06/2024;91000;3;SÃO PAULO - SP;Agregada ao Processo;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280295;21/06/2024;91000;3;BAHIA-BA ;Parcialmente Atendida;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280300;21/06/2024;91000;7;DISTRITO FEDERAL-DF  ;Parcialmente Atendida;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280299;21/06/2024;91000;3;MATO-GROSSO DO SUL - MS;Parcialmente Atendida;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280297;21/06/2024;91000;7;PARÁ-PA  ;Parcialmente Atendida;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280296;21/06/2024;91000;7;RIO GRANDE DO NORTE-RN  ;Parcialmente Atendida;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;280294;21/06/2024;91000;13;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1370661;21/10/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1372411;28/11/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1371761;12/11/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1371568;12/11/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1372285;28/11/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1372210;25/11/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1354798;01/02/2024;91000;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1370926;28/10/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1373198;10/12/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1373144;09/12/2024;92500;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1369485;25/09/2024;92500;1;BAHIA - BA;Com Ordem de Compra;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1371365;07/11/2024;92500;1;BAHIA - BA;Com Ordem de Compra;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1370003;14/10/2024;92500;1;RIO GRANDE DO NORTE-RN  ;Com Ordem de Compra;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1372085;21/11/2024;92500;1;PARÁ-PA  ;Com Ordem de Compra;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1370322;11/10/2024;92500;1;PARÁ-PA  ;Com Ordem de Compra;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1373662;23/12/2024;92500;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
PO;1373703;27/12/2024;92500;2;DISTRITO FEDERAL - DF;Com Ordem de Compra;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);85/2024 - 27/06/2024
EO;228912;28/01/2021;52890;6;AMAZONAS-AM;Agregada ao Processo;B009;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228905;28/01/2021;52890;4;BAHIA-BA ;Agregada ao Processo;B002;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228910;28/01/2021;52890;12;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228909;28/01/2021;52890;4;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228906;28/01/2021;52890;7;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228908;28/01/2021;52890;3;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228911;28/01/2021;52890;12;SÃO PAULO - SP;Agregada ao Processo;B008;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;228907;28/01/2021;52890;4;PARÁ-PA  ;Parcialmente Atendida;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;234954;28/01/2021;52890;37;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1309258;15/10/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1303429;19/07/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1306545;02/08/2021;84000;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1307373;01/09/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1309152;14/10/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1312228;17/12/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1309995;09/11/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1306153;19/07/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1309259;15/10/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1306470;28/07/2021;84000;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1308213;23/09/2021;49900;1;RIO DE JANEIRO - RJ;Aguardando OC;B001;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1307658;10/09/2021;49900;1;PARÁ-PA  ;Aguardando OC;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
PO;1311908;10/12/2021;49900;1;PARÁ-PA  ;Aguardando OC;B004;190025919;AUTOMOVEL PARA SERVICO - 4 PORTAS - (SEDAN);95/2021 - 24/05/2021
EO;271604;05/07/2023;99480;3;AMAZONAS-AM;Agregada ao Processo;B009;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271597;28/07/2023;99480;4;BAHIA-BA ;Agregada ao Processo;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271602;05/07/2023;99480;4;DISTRITO FEDERAL-DF  ;Agregada ao Processo;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271601;05/07/2023;99480;2;MATO-GROSSO DO SUL - MS;Agregada ao Processo;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271599;05/07/2023;99480;3;PARÁ-PA  ;Agregada ao Processo;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271598;05/07/2023;99480;4;RIO GRANDE DO NORTE-RN  ;Agregada ao Processo;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271600;05/07/2023;99480;2;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271603;05/07/2023;99480;2;SÃO PAULO - SP;Agregada ao Processo;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;271596;05/07/2023;99480;10;RIO DE JANEIRO - RJ;Agregada ao Processo;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);152/2023 - 17/08/2023
EO;257894;24/03/2022;81100;1;AMAZONAS-AM;Agregada ao Processo;B009;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257890;24/03/2022;81100;1;RIO GRANDE DO SUL-RS ;Agregada ao Processo;B005;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257887;24/03/2022;81100;4;BAHIA-BA ;Parcialmente Atendida;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257892;24/03/2022;81100;2;DISTRITO FEDERAL-DF  ;Parcialmente Atendida;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257891;24/03/2022;81100;1;MATO-GROSSO DO SUL - MS;Parcialmente Atendida;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257889;24/03/2022;81100;1;PARÁ-PA  ;Parcialmente Atendida;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257888;24/03/2022;81100;1;RIO GRANDE DO NORTE-RN  ;Parcialmente Atendida;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257893;24/03/2022;81100;1;SÃO PAULO - SP;Parcialmente Atendida;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;257886;24/03/2022;81100;11;RIO DE JANEIRO - RJ;Parcialmente Atendida;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1341431;26/04/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1342827;23/05/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1342189;11/05/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1329555;25/11/2022;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1341450;26/04/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1329396;22/11/2022;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1341430;26/04/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1340189;13/04/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1329434;23/11/2022;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1339559;30/03/2023;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1329395;22/11/2022;99480;1;RIO DE JANEIRO - RJ;Com Ordem de Compra;B001;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1344908;10/07/2023;99480;1;BAHIA - BA;Com Ordem de Compra;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1345676;25/07/2023;99480;1;BAHIA - BA;Com Ordem de Compra;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1347690;26/10/2023;99480;1;BAHIA - BA;Com Ordem de Compra;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1347637;01/09/2023;99480;1;BAHIA - BA;Com Ordem de Compra;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1341934;08/05/2023;99480;1;RIO GRANDE DO NORTE-RN  ;Com Ordem de Compra;B003;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1330673;12/12/2022;99480;1;PARÁ-PA  ;Com Ordem de Compra;B004;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1343995;20/06/2023;99480;1;MATO-GROSSO DO SUL - MS;Com Ordem de Compra;B006;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1329433;23/11/2022;99480;2;DISTRITO FEDERAL - DF;Com Ordem de Compra;B007;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
PO;1339268;27/03/2023;99480;1;SÃO PAULO - SP;Com Ordem de Compra;B008;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);154/2022 - 20/09/2022
EO;211906;10/01/2020;56000;2;AMAZONAS-AM;Agregada ao Processo;B009;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
EO;211899;10/01/2020;56000;3;BAHIA-BA ;Agregada ao Processo;B002;190023719;AUTOMOVEL PARA SERVICO - 4 PORTAS (HATCH);54/2020 - 05/03/2020
